Timestamp,open,close,high,low,Volume USD
2016-10-29 00:00:00,20000.0,19000.0,20000.0,19000.0,0.0006000000000000001
2016-10-29 05:00:00,1411.0,6490.0,6490.0,1411.0,0.0206
2016-10-29 06:00:00,6490.0,6490.0,6490.0,6490.0,0.00301403
2016-10-29 07:00:00,19400.0,19000.0,19400.0,19000.0,0.004399999999999999
2016-10-29 08:00:00,10000.0,10000.0,10000.0,10000.0,0.00015
2016-10-29 09:00:00,4229.6,3806.6,4229.6,3806.6,0.12051458000000001
2016-10-29 10:00:00,8450.0,8450.0,8450.0,8450.0,0.0001
2016-10-29 12:00:00,3451.0,3451.0,3451.0,3451.0,0.04196712
2016-10-29 13:00:00,4204.2,4204.2,4204.2,4204.2,0.00052
2016-10-29 14:00:00,4204.2,3106.0,4204.2,3106.0,0.01072209
2016-10-29 16:00:00,3591.3,3591.3,3591.3,3591.3,0.0026
2016-10-29 17:00:00,2798.0,2798.0,2798.0,2798.0,0.08012917
2016-10-29 18:00:00,2799.9,1808.0,2799.9,1808.0,0.11682461000000001
2016-10-29 20:00:00,2498.9,2498.9,2498.9,2498.9,0.006
2016-10-29 22:00:00,2498.9,1651.1,2498.9,961.8,0.03680448000000001
2016-10-29 23:00:00,2498.9,2498.9,2498.9,1262.1,0.047648170000000004
2016-10-30 00:00:00,1452.0,1085.0,1452.0,1085.0,0.25658506000000003
2016-10-30 01:00:00,950.0,1262.0,1262.0,902.0,0.16578293999999996
2016-10-30 02:00:00,938.1,938.0,938.1,938.0,0.0004
2016-10-30 03:00:00,936.0,852.5,1619.2,852.5,0.02148
2016-10-30 04:00:00,852.5,852.5,852.5,852.5,0.01009
2016-10-30 05:00:00,1488.0,1488.0,1488.0,857.1,0.0106
2016-10-30 08:00:00,856.0,728.1,862.2,728.1,0.23898985
2016-10-30 09:00:00,706.9,701.22,801.11,701.22,0.051780330000000006
2016-10-30 10:00:00,789.2,701.22,789.2,701.22,0.191
2016-10-30 11:00:00,678.9,600.0,678.9,600.0,0.24141121
2016-10-30 12:00:00,600.0,520.6,600.0,520.6,0.23638826999999998
2016-10-30 13:00:00,518.2,518.2,518.2,518.2,0.040906529999999997
2016-10-30 14:00:00,769.4,822.0,822.0,769.4,0.22947979000000002
2016-10-30 15:00:00,522.0,629.8,2497.9,522.0,0.88966151
2016-10-30 16:00:00,558.0,558.0,558.0,558.0,0.01
2016-10-30 17:00:00,585.89,588.0,588.0,585.89,3.1000000000000014
2016-10-30 19:00:00,561.9,545.0,562.2,545.0,0.38803323999999995
2016-10-30 20:00:00,545.0,470.41,545.0,470.41,0.31052117
2016-10-30 21:00:00,485.0,485.0,485.0,485.0,0.0103
2016-10-30 22:00:00,777.77,700.0,1000.0,650.0,0.44342532999999995
2016-10-30 23:00:00,800.0,800.0,800.0,800.0,0.0480757
2016-10-31 00:00:00,800.0,501.11,800.0,501.11,0.23422430000000002
2016-10-31 01:00:00,492.1,512.6,512.6,477.77,0.09194941999999999
2016-10-31 02:00:00,512.6,559.0,601.11,512.6,0.09972386
2016-10-31 03:00:00,551.0,555.1,557.6,551.0,0.04220112
2016-10-31 04:00:00,552.2,545.0,552.2,545.0,2.114556910000001
2016-10-31 05:00:00,545.0,545.0,545.7,545.0,0.04582572
2016-10-31 06:00:00,545.0,545.0,545.0,545.0,0.1
2016-10-31 07:00:00,545.0,545.0,599.99,545.0,1.2220861499999998
2016-10-31 08:00:00,545.0,545.0,599.99,545.0,0.04631221
2016-10-31 09:00:00,545.0,545.0,545.0,545.0,1.6311187399999998
2016-10-31 10:00:00,545.0,601.0,2616.5,545.0,2.2305666700000004
2016-10-31 11:00:00,601.0,599.0,719.0,551.0,3.8855167000000015
2016-10-31 12:00:00,899.0,999.0,1499.9,680.8,2.56089296
2016-10-31 13:00:00,1242.8,1500.0,1500.1,1242.8,2.1543817599999997
2016-10-31 14:00:00,1300.0,1700.0,1811.0,1000.0,1.0171688800000003
2016-10-31 15:00:00,1700.0,1800.0,1800.0,1700.0,0.8013618199999998
2016-10-31 16:00:00,1490.0,1658.7,1658.7,1490.0,0.17146831
2016-10-31 17:00:00,1650.0,1650.0,1650.0,1650.0,0.005733
2016-10-31 18:00:00,1340.0,1340.0,1340.0,1340.0,0.00293035
2016-10-31 19:00:00,1650.0,1650.0,1650.0,1650.0,0.09402982
2016-10-31 20:00:00,1372.3,1200.2,1636.4,1200.2,0.05170396000000001
2016-10-31 21:00:00,1204.5,1650.0,1650.0,1204.5,0.63552927
2016-10-31 22:00:00,1649.0,1405.0,1649.0,1405.0,0.011637
2016-10-31 23:00:00,1405.0,1500.0,1500.0,1405.0,0.04234062
2016-11-01 01:00:00,1490.0,1440.1,1620.0,853.0,5.8629858200000005
2016-11-01 02:00:00,1620.0,1771.7,1771.7,1620.0,2.2896633199999994
2016-11-01 03:00:00,1573.6,1573.6,1573.6,1573.6,0.1674
2016-11-01 04:00:00,1927.7,1990.0,1990.0,1800.1,0.5309922800000001
2016-11-01 05:00:00,1990.0,1900.0,1990.0,1900.0,0.04159487
2016-11-01 06:00:00,1786.3,1824.5,2000.0,1786.3,1.9167601099999998
2016-11-01 07:00:00,1834.5,1620.0,1838.1,1620.0,0.34033188
2016-11-01 08:00:00,1620.6,1620.6,1620.6,1620.6,0.0045
2016-11-01 09:00:00,1989.9,1867.3,1997.6,1613.2,0.15194366
2016-11-01 10:00:00,1550.0,1550.0,1550.0,1550.0,0.02
2016-11-01 11:00:00,1889.0,2498.0,2498.0,1586.7,0.29972530999999997
2016-11-01 12:00:00,1752.0,1614.5,1752.0,1614.4,0.2458414
2016-11-01 13:00:00,1640.0,1449.5,1640.0,1449.5,0.14448403
2016-11-01 14:00:00,1450.0,1340.0,1460.0,1200.1,1.4596322499999999
